frame_index,X_pose,X_step
610,"[0.44756653904914856, 0.7302435636520386, -0.22824203968048096, 0.45076239109039307, 0.462043821811676, 0.3215194344520569, 0.2351749986410141, 0.3042757511138916, -0.16678138077259064, -0.06207587569952011, -0.10706251114606857, -0.06834027916193008, -0.09477203339338303, -0.11994689702987671, -0.17284177243709564, -0.012701759114861488, -0.3146219551563263, -0.330475777387619, -0.216901034116745, -0.1690593957901001, -0.12459906190633774, -0.011161696165800095, -0.03864246606826782, -0.002231910824775696, -0.0883404016494751, -0.007839541882276535]","[8.183416543418396e-15, 1.0, 8.779176391864275e-28, 0.0]"
611,"[0.47503462433815, 0.7647562623023987, -0.12123344838619232, 0.5472058653831482, 0.46655938029289246, 0.31517794728279114, 0.23030570149421692, 0.3099678158760071, -0.14605596661567688, -0.0939435362815857, -0.10265684127807617, -0.11891963332891464, -0.10090766102075577, -0.1364130824804306, -0.10619719326496124, -0.18514545261859894, -0.27934402227401733, -0.32946568727493286, -0.27186694741249084, -0.28444111347198486, -0.16994445025920868, -0.1473071575164795, -0.0347086526453495, -0.10745974630117416, -0.06987540423870087, -0.09684416651725769]","[7.070976833570275e-15, 1.0, 1.0458160709887263e-27, 0.0]"
612,"[0.49683088064193726, 0.7966127395629883, -0.10214678943157196, 0.607075035572052, 0.462833970785141, 0.2867043912410736, 0.2173316925764084, 0.32286250591278076, -0.14823611080646515, -0.11828809231519699, -0.14518220722675323, -0.1237194761633873, -0.09568127244710922, -0.06833935528993607, -0.07325521111488342, -0.1129428967833519, -0.3494803011417389, -0.19119742512702942, -0.3304513990879059, -0.23035691678524017, -0.07595239579677582, -0.19892780482769012, -0.09858216345310211, -0.08730652183294296, -0.08372077345848083, -0.056943874806165695]","[6.109760456894306e-15, 1.0, 1.2458245697888213e-27, 0.0]"
613,"[0.6154163479804993, 0.8579802513122559, 0.1310185343027115, 0.75597083568573, 0.45587587356567383, 0.2795068621635437, 0.25651469826698303, 0.29932188987731934, -0.18529890477657318, -0.05080403760075569, -0.05485554784536362, -0.07964000105857849, -0.11259479075670242, -0.12364000827074051, -0.17419834434986115, -0.0960688665509224, 0.1562512069940567, -0.30095428228378296, -0.25032782554626465, -0.28376537561416626, -0.10375982522964478, -0.1339118629693985, -0.08303902298212051, -0.02568640001118183, -0.022906498983502388, -0.08770262449979782]","[5.279209500244153e-15, 1.0, 1.4840836743248995e-27, 0.0]"
614,"[0.6755232810974121, 0.9052991271018982, 0.18269604444503784, 0.8188451528549194, 0.4484953284263611, 0.2772570252418518, 0.27564501762390137, 0.30880674719810486, -0.19134767353534698, -0.12222547829151154, -0.08172452449798584, -0.12609127163887024, -0.033791664987802505, -0.12209576368331909, -0.17384950816631317, -0.12020715326070786, 0.04336922615766525, -0.16974042356014252, -0.22853681445121765, -0.27301138639450073, -0.07699280977249146, 0.021926866844296455, -0.07211443036794662, -0.037524640560150146, -0.0646151453256607, -0.04991447925567627]","[4.5615629532653156e-15, 1.0, 1.7679089331942187e-27, 0.0]"
615,"[0.6926608681678772, 0.943962037563324, 0.2682960033416748, 0.8948717713356018, 0.4268764853477478, 0.2639774680137634, 0.27754396200180054, 0.29556167125701904, -0.15093393623828888, -0.1722034364938736, -0.14814160764217377, -0.1491338163614273, -0.06329907476902008, -0.12722595036029816, -0.13841108977794647, -0.12859545648097992, -0.2550019323825836, -0.11757620424032211, -0.32889524102211, -0.16500131785869598, -0.13418379426002502, -0.08334603905677795, -0.06012940779328346, -0.08551870286464691, -0.07922575622797012, -0.07262907177209854]","[3.941471731920597e-15, 1.0, 2.1060149868021365e-27, 0.0]"
616,"[0.5734515190124512, 0.8698582053184509, 0.12064903229475021, 0.7704504728317261, 0.44472795724868774, 0.2940956950187683, 0.2882705330848694, 0.27796077728271484, -0.02540646493434906, -0.13072188198566437, -0.10985671728849411, -0.12786300480365753, -0.09077650308609009, -0.13388249278068542, 0.03815414756536484, -0.15899589657783508, 0.041872378438711166, -0.35944032669067383, -0.22696687281131744, 0.043044619262218475, -0.10045173019170761, -0.004348527640104294, 0.07108264416456223, -0.09415103495121002, -0.07038083672523499, -0.045744042843580246]","[3.405674688387785e-15, 1.0, 2.508782404955906e-27, 0.0]"
617,"[0.5903214812278748, 0.8800984621047974, 0.17459063231945038, 0.8047523498535156, 0.45483481884002686, 0.31039664149284363, 0.28692030906677246, 0.280043363571167, -0.05267868936061859, -0.07973460108041763, -0.05770190432667732, -0.0731843039393425, -0.05642301216721535, -0.11265190690755844, 0.03377329185605049, -0.06993938237428665, 0.049736641347408295, 0.33969080448150635, -0.31995072960853577, 0.008076747879385948, -0.08392860740423203, -0.01568784937262535, -0.004164739977568388, -0.0797366052865982, -0.07357917726039886, -0.044350530952215195]","[2.9427129491981863e-15, 1.0, 2.9885773912354428e-27, 0.0]"
618,"[0.5914244055747986, 0.9089198112487793, 0.16872963309288025, 0.8569263219833374, 0.4487617611885071, 0.30917102098464966, 0.2725149989128113, 0.2846110165119171, -0.04849807545542717, -0.12729066610336304, -0.1227705106139183, -0.1204945519566536, -0.08324553817510605, -0.13223442435264587, -0.16443954408168793, -0.06115839630365372, -0.28660762310028076, -0.0036608080845326185, -0.03042338602244854, -0.2285611480474472, -0.1887093186378479, -0.10738419741392136, -0.0532798208296299, -0.06753149628639221, -0.08763419091701508, -0.05714493244886398]","[2.542685546231345e-15, 1.0, 3.5601315763783595e-27, 0.0]"
619,"[0.6357859969139099, 0.9503922462463379, 0.179461270570755, 0.8927025198936462, 0.43578535318374634, 0.3295755982398987, 0.28904616832733154, 0.34024423360824585, -0.10399587452411652, -0.16257759928703308, -0.15436528623104095, -0.15624874830245972, -0.09835729002952576, -0.14331316947937012, 0.030663419514894485, -0.06090718135237694, -0.36098745465278625, -0.2802344858646393, -0.3016679584980011, 0.01371719129383564, 0.02343178540468216, -0.0991707295179367, 0.01630719192326069, -0.06789762526750565, -0.06868743151426315, -0.08697157353162766]","[2.1970372349617564e-15, 1.0, 4.240993263665935e-27, 0.0]"
620,"[0.6752625703811646, 0.9652419090270996, 0.2862166464328766, 0.9696177244186401, 0.41101592779159546, 0.3259422481060028, 0.2704029083251953, 0.35043632984161377, -0.1635071337223053, 0.028766782954335213, 0.010879380628466606, 0.010375149548053741, -0.11739654093980789, -0.1437319666147232, 0.14191477000713348, -0.17445389926433563, 0.1406099498271942, -0.1931411325931549, -0.03560212254524231, -0.18654854595661163, 0.08519121259450912, -0.1847897469997406, -0.03564881533384323, -0.08042985200881958, -0.09028764069080353, -0.012318871915340424]","[1.8983755353422583e-15, 1.0, 5.0520670744935314e-27, 0.0]"
621,"[0.6254788041114807, 0.9691414833068848, 0.14067219197750092, 0.9507041573524475, 0.39278948307037354, 0.31787413358688354, 0.25330036878585815, 0.3499767780303955, -0.16247087717056274, -0.04576721042394638, -0.05223167687654495, -0.05561850965023041, -0.13336773216724396, -0.11410348117351532, -0.0545763224363327, -0.18980038166046143, -0.37819790840148926, -0.2574648857116699, 0.02243008464574814, -0.31004586815834045, -0.19595864415168762, -0.17679429054260254, -0.08714469522237778, -0.09425842761993408, -0.08071302622556686, -0.012038292363286018]","[1.6403137130714348e-15, 1.0, 6.0182560534140535e-27, 0.0]"
622,"[0.64616858959198, 0.9976664781570435, 0.13321992754936218, 1.0203243494033813, 0.37598732113838196, 0.3062896132469177, 0.2605937719345093, 0.3598111867904663, -0.197276309132576, -0.16822460293769836, -0.15568602085113525, -0.14853441715240479, -0.12031247466802597, -0.1227976381778717, -0.15791703760623932, -0.14606252312660217, -0.11986483633518219, -0.27036476135253906, -0.3050447404384613, -0.2266770601272583, -0.17254774272441864, -0.17077983915805817, -0.10536406934261322, -0.07469699531793594, -0.08869782835245132, -0.08091888576745987]","[1.4173322897067402e-15, 1.0, 7.169224914174909e-27, 0.0]"
623,"[0.719095766544342, 1.034484624862671, 0.1544886976480484, 1.0451782941818237, 0.3580136001110077, 0.2992388606071472, 0.2537574768066406, 0.3697132170200348, -0.2431555837392807, -0.16116337478160858, -0.1549108326435089, -0.15779635310173035, -0.07155801355838776, -0.07306406646966934, -0.17466005682945251, -0.17565803229808807, -0.26343753933906555, -0.32026511430740356, 0.01989864371716976, -0.17512093484401703, -0.14745782315731049, -0.07839418947696686, -0.10988464206457138, -0.07354262471199036, -0.07898998260498047, -0.08933388441801071]","[1.2246624697551329e-15, 1.0, 8.540311389767693e-27, 0.0]"
624,"[0.7221248745918274, 1.0785785913467407, 0.07732252031564713, 1.1258031129837036, 0.33013102412223816, 0.3251263201236725, 0.20895951986312866, 0.3002890348434448, -0.2817642092704773, -0.168130561709404, -0.12314207851886749, -0.1373884528875351, -0.13878624141216278, -0.0705033466219902, 0.11231879889965057, -0.16632163524627686, -0.38421738147735596, -0.06682229787111282, -0.054426707327365875, -0.22390657663345337, 0.09205950051546097, -0.04137721285223961, 0.008165745064616203, 0.12243302166461945, -0.08465418964624405, -0.0799148753285408]","[1.0581839673238125e-15, 1.0, 1.0173613997660777e-26, 0.0]"
625,"[0.6500997543334961, 1.0379287004470825, 0.009457515552639961, 1.063001275062561, 0.3251720368862152, 0.31736117601394653, 0.19078391790390015, 0.27696430683135986, -0.259511262178421, -0.1352730393409729, -0.08163668215274811, -0.11239504814147949, -0.11632706969976425, -0.06787825375795364, 0.16630469262599945, -0.1570059210062027, -0.3708115518093109, -0.17848066985607147, -0.17346763610839844, -0.2518576681613922, 0.14896529912948608, -0.11889322847127914, 0.04716348275542259, 0.10171467065811157, -0.08773695677518845, -0.09737659990787506]","[9.143361735398773e-16, 1.0, 1.211927856100216e-26, 0.0]"
626,"[0.5746967792510986, 0.9740815162658691, -0.06639071553945541, 0.9496827721595764, 0.320962131023407, 0.2968132197856903, 0.1921074092388153, 0.2989307940006256, -0.21706321835517883, -0.16889451444149017, -0.1475914567708969, -0.14402087032794952, -0.09082398563623428, -0.1003556177020073, 0.01136049348860979, -0.06982641667127609, -0.27101612091064453, -0.11714312434196472, -0.29947134852409363, -0.29857635498046875, -0.03351050615310669, -0.15156494081020355, -0.11388528347015381, -0.01842350699007511, -0.09501262754201889, -0.07956639677286148]","[7.900428764971365e-16, 1.0, 1.44370451155508e-26, 0.0]"
627,"[0.6172156929969788, 1.0127204656600952, 0.078208789229393, 1.037520170211792, 0.29199832677841187, 0.2905545234680176, 0.14256660640239716, 0.26295006275177, -0.21658867597579956, -0.155084490776062, -0.13061673939228058, -0.15002931654453278, -0.061060160398483276, -0.11602234840393066, 0.04455447569489479, -0.0408114492893219, -0.31529223918914795, -0.23756614327430725, -0.26405543088912964, -0.2843342125415802, -0.2144109010696411, 0.003351901425048709, -0.11126659065485, -0.054728537797927856, -0.05019320175051689, -0.09327056258916855]","[6.826458221093101e-16, 1.0, 1.7198076772751808e-26, 0.0]"
628,"[0.6434476375579834, 0.9880357384681702, 0.12657274305820465, 0.9304081201553345, 0.30657148361206055, 0.2732788920402527, 0.16716599464416504, 0.30869022011756897, -0.18620441854000092, -0.17036809027194977, -0.13664080202579498, -0.15505875647068024, -0.12406112253665924, -0.10480502247810364, 0.025835130363702774, 0.01594884879887104, 0.050894010812044144, -0.1514713168144226, -0.19093731045722961, -0.205450639128685, -0.12669557332992554, -0.16440753638744354, 0.019390614703297615, -0.06708096712827682, -0.06629029661417007, -0.07974032312631607]","[5.898480687816811e-16, 1.0, 2.0487141413177442e-26, 0.0]"
629,"[0.6965196132659912, 0.986994206905365, 0.18829700350761414, 0.9219992160797119, 0.30617547035217285, 0.2956208884716034, 0.18385601043701172, 0.27534452080726624, -0.22961339354515076, -0.11886334419250488, -0.1262015998363495, -0.07665228098630905, -0.09180238842964172, 0.021977663040161133, -0.042798809707164764, -0.07623618841171265, -0.05664336681365967, -0.008071939460933208, -0.2570088803768158, -0.2293376624584198, -0.04352211952209473, -0.08461237698793411, -0.009148151613771915, -0.04299664497375488, -0.008053748868405819, -0.0695689246058464]","[5.096651241979513e-16, 1.0, 2.4405231721623457e-26, 0.0]"
630,"[0.7561500668525696, 1.0029698610305786, 0.2959269881248474, 0.9488810896873474, 0.3101362884044647, 0.3127608299255371, 0.19038516283035278, 0.26633548736572266, -0.2559056878089905, -0.16428980231285095, -0.15523561835289001, -0.1516713798046112, -0.11159348487854004, -0.05155740678310394, -0.17737019062042236, -0.0992792397737503, -0.384608656167984, -0.09900064021348953, -0.3011647164821625, -0.2897455394268036, -0.14517280459403992, -0.21461144089698792, -0.10458239167928696, -0.09603144228458405, -0.051619213074445724, -0.06664694845676422]","[4.4038211721684497e-16, 1.0, 2.9072639741672326e-26, 0.0]"
631,"[0.7443034052848816, 1.014009714126587, 0.1621009260416031, 0.9009513854980469, 0.32008254528045654, 0.33292216062545776, 0.17904911935329437, 0.26019203662872314, -0.25556522607803345, -0.006428132764995098, -0.023307837545871735, -0.009020230732858181, -0.1139349490404129, -0.1354064643383026, -0.11555438488721848, -0.06709302216768265, -0.23513588309288025, -0.3255263864994049, -0.03367749601602554, -0.08251868188381195, -0.08793245255947113, -0.13472458720207214, -0.1092999204993248, 0.04294619709253311, -0.051223274320364, -0.02631232887506485]","[3.8051732251581844e-16, 1.0, 3.4632673150113924e-26, 0.0]"
632,"[0.7816631197929382, 1.0422614812850952, 0.1394740343093872, 0.8999020457267761, 0.32807624340057373, 0.3252091109752655, 0.2103956788778305, 0.2711622416973114, -0.26822397112846375, -0.01457720436155796, -0.007933614775538445, -0.02518891543149948, 0.005973209626972675, -0.146442249417305, -0.08133966475725174, -0.0665421411395073, -0.1572367548942566, -0.22202767431735992, -0.2504528760910034, -0.1820024996995926, -0.016611337661743164, -0.19051779806613922, -0.08850612491369247, -0.06104756146669388, -0.09005608409643173, -0.03792738914489746]","[3.287904497950968e-16, 1.0, 4.125603867349896e-26, 0.0]"
633,"[0.8338991403579712, 1.0991568565368652, 0.1476931869983673, 0.9817934632301331, 0.30868464708328247, 0.3360416889190674, 0.18703792989253998, 0.21141846477985382, -0.30544987320899963, -0.14294536411762238, -0.15221570432186127, -0.1500101536512375, 0.0037253876216709614, -0.12575790286064148, 0.16001024842262268, -0.037377603352069855, -0.17142581939697266, -0.0490005686879158, -0.0935516506433487, -0.3010845482349396, 0.013799740932881832, -0.13014967739582062, -0.07085584104061127, -0.04298282414674759, -0.06769023835659027, -0.05336904898285866]","[2.8409522108600676e-16, 1.0, 4.914610218800308e-26, 0.0]"
634,"[0.8390392661094666, 1.0969783067703247, 0.1727590262889862, 0.9800364971160889, 0.3129994571208954, 0.33672279119491577, 0.19279144704341888, 0.22352202236652374, -0.29957517981529236, -0.15316611528396606, -0.14916251599788666, -0.16038088500499725, -0.008187790401279926, -0.10641473531723022, 0.10160575062036514, -0.1577659547328949, -0.32586365938186646, -0.06692895293235779, -0.23943188786506653, -0.21183356642723083, -0.03773569315671921, -0.12219098955392838, -0.07684408128261566, 0.0004155486240051687, -0.0666411891579628, -0.09349804371595383]","[2.454757861773514e-16, 1.0, 5.854510870277526e-26, 0.0]"
635,"[0.8358070850372314, 1.08900785446167, 0.143357515335083, 0.9670209288597107, 0.30659154057502747, 0.33716318011283875, 0.19198504090309143, 0.19099761545658112, -0.31909382343292236, -0.14798603951931, -0.1498304307460785, -0.14074869453907013, -0.13402944803237915, -0.10370826721191406, -0.18177378177642822, -0.16943196952342987, -0.28814253211021423, -0.3595450222492218, -0.2969028353691101, -0.28228309750556946, -0.20078884065151215, -0.13213004171848297, -0.07879668474197388, -0.07241637259721756, -0.05652397871017456, -0.060586635023355484]","[2.121062350059986e-16, 1.0, 6.97416395606825e-26, 0.0]"
636,"[0.7990623116493225, 1.0812349319458008, 0.0911695659160614, 0.9419246315956116, 0.2885056138038635, 0.31461891531944275, 0.19667036831378937, 0.19925948977470398, -0.2864210605621338, -0.12312135100364685, -0.11164239794015884, -0.1269758641719818, -0.06934349238872528, -0.12367846816778183, -0.15387094020843506, 0.010538319125771523, -0.2259354293346405, -0.3302309513092041, -0.05387140437960625, -0.29383546113967896, -0.07723083347082138, -0.17281892895698547, -0.010721527971327305, -0.09491871297359467, -0.08670118451118469, -0.07222744077444077]","[1.8327286290454779e-16, 1.0, 8.307946555307813e-26, 0.0]"
