frame_index,X_pose,X_step
2527,"[-1.1841684579849243, -1.356781005859375, -2.906965970993042, -2.1655869483947754, 0.1712854653596878, 0.14438962936401367, 0.2095973640680313, 0.1855524331331253, 0.20579181611537933, 0.7753194570541382, 0.48700428009033203, 0.7804685831069946, 0.06206461414694786, 0.6243560314178467, 0.18713663518428802, 0.7837269306182861, 2.1408064365386963, -0.06107761338353157, 5.736325263977051, 0.48785993456840515, 0.026984861120581627, 0.6292641758918762, 0.07939980179071426, 0.21459616720676422, 0.03069356083869934, -0.0381523035466671]","[0.0, 1.0, 0.0, 3.8009996927712564e-08]"
2528,"[-1.0489555597305298, 0.3085390329360962, -2.563549280166626, -0.0938260555267334, 0.09689603745937347, 0.06259040534496307, 0.1775456964969635, 0.13249635696411133, 0.20622140169143677, 0.9228973388671875, 1.1043205261230469, 0.9877461194992065, 1.3144510984420776, 1.0657954216003418, 1.1134138107299805, 0.7210483551025391, 1.3208681344985962, 4.362864017486572, 1.727117657661438, 1.4768569469451904, 0.6318483352661133, 0.7053441405296326, -0.10344234853982925, 0.0899931788444519, 0.056032273918390274, 0.09338729828596115]","[0.0, 1.0, 0.0, 3.385260072263918e-08]"
2529,"[-0.9775931239128113, 1.2033414840698242, -2.4925501346588135, 1.1302306652069092, 0.10537148267030716, 0.07558917254209518, 0.19637615978717804, 0.08893493562936783, 0.2129136323928833, 0.8032917976379395, 0.9927695989608765, 0.624273955821991, 1.2068241834640503, 0.2556409537792206, 0.7051188349723816, -0.09983136504888535, 1.4856886863708496, 3.159496307373047, 1.678763508796692, 0.6772366166114807, 0.5067826509475708, -0.010893492959439754, -0.0472961887717247, -0.05239317938685417, -0.0750449076294899, -0.08700914680957794]","[0.0, 1.0, 0.0, 3.014993055217019e-08]"
2530,"[0.021763332188129425, 1.3890411853790283, -0.8443406820297241, 1.2016358375549316, 0.1345478743314743, 0.1197337880730629, 0.17077988386154175, 0.026391558349132538, 0.05973346531391144, 0.6547449827194214, 0.6980598568916321, 0.3176398277282715, 0.6156332492828369, 0.10085354745388031, 0.10167917609214783, 0.19682103395462036, 5.9775919914245605, 2.0807418823242188, 2.9653515815734863, 0.5808837413787842, -0.06161775067448616, 0.020394155755639076, -0.05308019742369652, -0.02694096602499485, -0.038278792053461075, 0.018645361065864563]","[0.0, 1.0, 0.0, 2.6852237766661347e-08]"
2531,"[-0.251352995634079, 1.3194481134414673, -1.2562106847763062, 1.2196184396743774, 0.19823463261127472, 0.18516463041305542, 0.14650224149227142, -0.0088648134842515, 0.15214471518993378, 0.5036530494689941, 0.6124952435493469, 0.8073892593383789, 0.8463131785392761, 0.03522627800703049, 0.41818150877952576, 0.8960395455360413, 4.751711368560791, -0.27515116333961487, 2.9293477535247803, -0.17925287783145905, 0.35705575346946716, 0.23172232508659363, 0.0664876252412796, -0.027230270206928253, -0.0876365378499031, 0.048136379569768906]","[0.0, 1.0, 0.0, 2.3915236013749563e-08]"
2532,"[-0.2165110558271408, 1.3009248971939087, -1.2281432151794434, 1.199874997138977, 0.22470295429229736, 0.196282297372818, 0.12147330492734909, -0.014314880594611168, 0.17220480740070343, -0.014311342500150204, 0.004769898951053619, 0.04076499491930008, -0.05303613096475601, 0.3980569541454315, 0.21204988658428192, -0.16705270111560822, 0.7818357348442078, 0.44546565413475037, -0.2895711660385132, 0.14227287471294403, -0.20755472779273987, -0.19919635355472565, 0.0530443973839283, -0.09839930385351181, 0.06545037031173706, -0.02811502106487751]","[0.0, 1.0, 0.0, 2.129947596074544e-08]"
2533,"[0.2366531938314438, 1.255199909210205, -0.3571566641330719, 1.0888956785202026, 0.29378393292427063, 0.2425205260515213, 0.11082777380943298, 0.04969591274857521, 0.21278740465641022, -0.14480480551719666, -0.006097314413636923, 0.18745514750480652, -0.1059238538146019, 0.5639283657073975, -0.16390752792358398, 0.46524158120155334, 2.1316754817962646, -0.1271468549966812, -0.09107838571071625, -0.14047260582447052, 0.30348047614097595, -0.12911266088485718, -0.008674947544932365, -0.009685365483164787, 0.09691891074180603, 0.014176677912473679]","[0.0, 1.0, 0.0, 1.896981771665196e-08]"
2534,"[0.2623984217643738, 1.2876174449920654, -0.44857582449913025, 1.1866700649261475, 0.2854134142398834, 0.2495943158864975, 0.16464462876319885, 0.09692711383104324, 0.09592649340629578, -0.13270778954029083, -0.058978840708732605, 0.06080338731408119, -0.013372670859098434, 0.379557341337204, 0.0810147151350975, 0.6748543381690979, 2.2197916507720947, -0.33955463767051697, -0.32812708616256714, -0.2531437873840332, 0.2612670361995697, 0.30003708600997925, -0.011833545751869678, -0.05018861964344978, -0.04320816323161125, -0.004015631973743439]","[0.0, 1.0, 0.0, 1.689496897938625e-08]"
2535,"[0.4103057086467743, 1.3282450437545776, -0.13239999115467072, 1.2762131690979004, 0.2968204617500305, 0.28721052408218384, 0.1911316066980362, 0.14474333822727203, 0.0997064858675003, -0.051240261644124985, -0.07986143976449966, -0.09634100645780563, -0.12422578036785126, 0.16711382567882538, -0.009070257656276226, -0.1559172421693802, 0.6507574915885925, -0.3218412697315216, 0.2770195007324219, -0.1859586238861084, -0.12856416404247284, -0.10836536437273026, -0.04812511056661606, -0.09491099417209625, -0.07771742343902588, -0.01226816326379776]","[0.0, 1.0, 0.0, 1.5047056933781278e-08]"
2536,"[0.6099974513053894, 1.2490226030349731, 0.24875394999980927, 1.1549733877182007, 0.3371703028678894, 0.3414366543292999, 0.2150494009256363, 0.1818150281906128, 0.054483670741319656, 0.19329698383808136, 0.0705127939581871, 0.09396954625844955, -0.13141897320747375, -0.025832096114754677, -0.03832584246993065, -0.11362320184707642, 0.1763201504945755, 0.4815787971019745, 0.11702322214841843, 0.2281211018562317, -0.138853058218956, -0.11987962573766708, -0.014458255842328072, -0.029384881258010864, -0.029431045055389404, -0.08719545602798462]","[0.0, 1.0, 0.0, 1.3401266762969044e-08]"
2537,"[0.6560710072517395, 1.1076751947402954, 0.24880379438400269, 0.9854921698570251, 0.3976581394672394, 0.39457201957702637, 0.2713795304298401, 0.24662676453590393, -0.061904069036245346, 0.1701425462961197, -0.027781620621681213, 0.0705365464091301, -0.08385563641786575, -0.07730698585510254, 0.17977114021778107, -0.18971087038516998, 0.41119787096977234, -0.313224196434021, 0.2507828176021576, -0.2469843327999115, -0.14845269918441772, -0.1824919730424881, -0.08459159731864929, -0.08918505907058716, -0.05093647167086601, -0.08822909742593765]","[0.0, 1.0, 0.0, 1.1935485488834274e-08]"
2538,"[0.4767955243587494, 1.0107227563858032, -0.07473969459533691, 0.846797525882721, 0.4434086084365845, 0.4282604157924652, 0.2612267732620239, 0.24005798995494843, -0.06083589792251587, 0.177420973777771, -0.009851899929344654, 0.05934465304017067, -0.1074284240603447, -0.10375764220952988, -0.08030591160058975, -0.08515127003192902, -0.3238409161567688, 0.6793016791343689, 0.5527031421661377, 0.028061101213097572, -0.1549331545829773, -0.19586268067359924, -0.09172344207763672, -0.0531747005879879, -0.07900448143482208, -0.09395699948072433]","[0.0, 1.0, 0.0, 1.0630023972169056e-08]"
2539,"[0.40060654282569885, 1.046790361404419, -0.17826230823993683, 0.8793538212776184, 0.4497462511062622, 0.43295037746429443, 0.2566694915294647, 0.2462112158536911, 0.013213214464485645, -0.1719585508108139, -0.1260196417570114, -0.09675441682338715, 0.004048315342515707, -0.14685307443141937, 0.14200647175312042, 0.1400633454322815, 0.26209184527397156, 0.4693168103694916, 0.1191961020231247, 0.20466113090515137, -0.14081676304340363, 0.03256629407405853, -0.09119624644517899, -0.014543650671839714, -0.035226162523031235, -0.09313147515058517]","[0.0, 1.0, 0.0, 9.467351347325348e-09]"
2540,"[0.48751911520957947, 1.1202197074890137, 0.03358523175120354, 0.9851346611976624, 0.4663923978805542, 0.4277687966823578, 0.2677364647388458, 0.25722867250442505, 0.059896230697631836, -0.01737847737967968, 0.032838862389326096, -0.04383615776896477, 0.07457330077886581, -0.09934079647064209, -0.130110964179039, -0.07855227589607239, -0.10545314103364944, -0.05324419215321541, 0.13764603435993195, 0.015870189294219017, -0.16846956312656403, -0.20028263330459595, -0.04132934659719467, -0.11145717650651932, -0.07402109354734421, -0.06666004657745361]","[0.0, 1.0, 0.0, 8.431847220435884e-09]"
2541,"[0.5298654437065125, 1.0725089311599731, 0.0024630536790937185, 0.8802918195724487, 0.45697808265686035, 0.4057699143886566, 0.2721616327762604, 0.26773691177368164, 0.005781944375485182, -0.0804375559091568, -0.07030804455280304, -0.12434850633144379, -0.060322459787130356, -0.10629938542842865, -0.11757737398147583, 0.006594125181436539, -0.3433082699775696, -0.2987094521522522, 0.5696679949760437, 0.03639432042837143, -0.17318902909755707, -0.20474453270435333, -0.11212455481290817, -0.04246322810649872, -0.055882081389427185, -0.08262690901756287]","[0.0, 1.0, 0.0, 7.50960271744816e-09]"
2542,"[0.4220109283924103, 1.0762946605682373, -0.20423932373523712, 0.8549064993858337, 0.42664381861686707, 0.39182204008102417, 0.2862589359283447, 0.26122191548347473, 0.07761596143245697, -0.020074894651770592, -0.035045456141233444, 0.024979515001177788, -0.08873412758111954, 0.010788898915052414, -0.09692176431417465, -0.01512004155665636, -0.24156928062438965, -0.00014625844778493047, -0.10782762616872787, 0.21297290921211243, -0.10343464463949203, -0.08849208056926727, -0.11322072148323059, -0.05919041857123375, -0.060386933386325836, -0.051879867911338806]","[0.0, 1.0, 0.0, 6.6882295257642e-09]"
2543,"[0.28729116916656494, 1.130805253982544, -0.36007168889045715, 0.9249556660652161, 0.42628252506256104, 0.3883363604545593, 0.2847539186477661, 0.259360134601593, 0.2150840163230896, -0.07781517505645752, -0.09487991780042648, -0.052140459418296814, -0.13607990741729736, -0.05171676352620125, -0.09697733074426651, 0.03509225323796272, -0.20724539458751678, 0.37046122550964355, 0.2540455758571625, -0.17317470908164978, -0.20032621920108795, -0.1995241641998291, -0.0397535040974617, 0.014965965412557125, -0.00501805916428566, -0.013911755755543709]","[0.0, 1.0, 0.0, 5.956695137143697e-09]"
2544,"[0.21095694601535797, 1.1305772066116333, -0.5617092847824097, 0.9352617263793945, 0.41909176111221313, 0.4012250304222107, 0.2846047878265381, 0.20346538722515106, 0.20718291401863098, -0.15336760878562927, -0.13562683761119843, -0.07840900123119354, -0.10672654211521149, -0.018148358911275864, -0.17941755056381226, 0.07204478234052658, 0.16933947801589966, 0.9380258321762085, 0.7395535707473755, 0.04932689294219017, -0.15416520833969116, -0.14409218728542328, -0.04581834375858307, 0.10148020088672638, 0.0026640668511390686, 0.029309088364243507]","[0.0, 1.0, 0.0, 5.30517363372951e-09]"
2545,"[0.2962851822376251, 1.2232648134231567, -0.3495727479457855, 1.1210007667541504, 0.4132477045059204, 0.40294140577316284, 0.2884942293167114, 0.16853167116641998, 0.21592876315116882, -0.0626816526055336, -0.07296142727136612, 0.026229901239275932, -0.07936912029981613, 0.05766160413622856, -0.1456793248653412, -0.18223541975021362, -0.3817038834095001, 0.5614976286888123, -0.3466692268848419, -0.2654281556606293, -0.08334552496671677, -0.20270304381847382, -0.08374835550785065, 0.0003804935549851507, -0.044270407408475876, -0.09317032247781754]","[0.0, 1.0, 0.0, 4.7249129053739125e-09]"
2546,"[0.3036434054374695, 1.2577019929885864, -0.37712717056274414, 1.1821396350860596, 0.40710166096687317, 0.40551555156707764, 0.28470367193222046, 0.15225723385810852, 0.1911783367395401, -0.027385517954826355, -0.02657725103199482, 0.013432550244033337, -0.020719394087791443, 0.050966937094926834, -0.11864472180604935, -0.1736471801996231, 0.10062088817358017, 0.2829836905002594, -0.19808654487133026, -0.30891019105911255, -0.13363036513328552, -0.1049862653017044, -0.10787707567214966, -0.05410784110426903, -0.03522719070315361, -0.04958019033074379]","[0.0, 1.0, 0.0, 4.208119630533247e-09]"
2547,"[0.4447844922542572, 1.2381048202514648, -0.2071075290441513, 1.1275227069854736, 0.40820661187171936, 0.39973995089530945, 0.28412091732025146, 0.1689789742231369, 0.11320619285106659, -0.09507239609956741, -0.06258424371480942, -0.047185253351926804, 0.01716657541692257, 0.07215584069490433, -0.17090238630771637, 0.10384349524974823, 0.5779560208320618, -0.13865113258361816, 0.4238693416118622, -0.27015748620033264, -0.21777129173278809, -0.10598190873861313, -0.07029251009225845, -0.05651366710662842, -0.09790076315402985, -0.05257231742143631]","[0.0, 1.0, 0.0, 3.747850474411507e-09]"
2548,"[0.5361570715904236, 1.2578871250152588, -0.07626543194055557, 1.1489874124526978, 0.38410690426826477, 0.3957327604293823, 0.26233142614364624, 0.14966949820518494, 0.07477393746376038, -0.11202595382928848, -0.13216568529605865, -0.14929494261741638, -0.056460246443748474, -0.006350021809339523, -0.11840936541557312, 0.03887118399143219, -0.28104695677757263, -0.163564532995224, -0.0022483563516288996, -0.09623044729232788, -0.18760518729686737, -0.20794950425624847, -0.07262330502271652, -0.10648314654827118, -0.004438324365764856, -0.05411534383893013]","[0.0, 1.0, 0.0, 3.337924381341395e-09]"
2549,"[0.6340191960334778, 1.24906587600708, 0.026453308761119843, 1.1081236600875854, 0.3747418522834778, 0.40548399090766907, 0.2497926503419876, 0.12217716872692108, 0.03445614129304886, -0.0700126513838768, -0.07037053257226944, -0.09357839822769165, -0.10380962491035461, -0.13095539808273315, -0.18067125976085663, -0.1279262751340866, -0.3812616169452667, -0.3089987337589264, -0.20050394535064697, -0.12426839023828506, -0.18254801630973816, -0.21067073941230774, -0.04026702046394348, -0.0802975445985794, -0.057989344000816345, -0.07040007412433624]","[0.0, 1.0, 0.0, 2.972834423076165e-09]"
2550,"[0.6457128524780273, 1.2168902158737183, 0.06466842442750931, 1.0523340702056885, 0.33989113569259644, 0.4223567843437195, 0.19275903701782227, 0.0738704577088356, 0.03372744470834732, -0.08832143247127533, -0.0789659395813942, -0.0791831836104393, -0.06561802327632904, -0.053418416529893875, -0.06969673931598663, -0.03661908209323883, 0.193106546998024, -0.28912580013275146, 0.008239157497882843, -0.2920224964618683, -0.13039331138134003, -0.19879426062107086, -0.00037247518775984645, 0.01131930761039257, 0.08091399818658829, -0.04587428644299507]","[0.0, 1.0, 0.0, 2.6476765224714427e-09]"
2551,"[0.6803713440895081, 1.2014333009719849, 0.09099552780389786, 1.0198081731796265, 0.32584720849990845, 0.4277687966823578, 0.1762862205505371, 0.05759928375482559, 0.0035931512247771025, -0.13545788824558258, -0.12444137036800385, -0.11343088001012802, -0.10376785695552826, -0.061552342027425766, -0.048907388001680374, -0.09707552194595337, -0.2699625492095947, -0.24232660233974457, -0.12706950306892395, -0.25018835067749023, -0.2126799374818802, -0.12202803790569305, -0.027537642046809196, 0.037889160215854645, 0.05571160465478897, -0.048741839826107025]","[0.0, 1.0, 0.0, 2.3580832841929578e-09]"
2552,"[0.6711500883102417, 1.2139734029769897, 0.12876690924167633, 1.04074227809906, 0.3139492869377136, 0.432788223028183, 0.164889395236969, 0.059111516922712326, 0.03701484948396683, -0.1639212816953659, -0.1474364846944809, -0.11346719413995743, -0.09785164892673492, -0.033713534474372864, -0.166438490152359, -0.073781318962574, -0.08131710439920425, -0.3254355788230896, -0.23203499615192413, -0.3009319305419922, -0.20828557014465332, -0.17453499138355255, -0.08324208855628967, -0.09000585228204727, -0.07283556461334229, -0.0882483422756195]","[0.0, 1.0, 0.0, 2.1001647088070285e-09]"
2553,"[0.6675876975059509, 1.1815540790557861, 0.10686711221933365, 0.9868046641349792, 0.29366350173950195, 0.4369242787361145, 0.15459074079990387, 0.041716765612363815, 0.029418060556054115, -0.16142067313194275, -0.14970248937606812, -0.1532856523990631, -0.13761301338672638, -0.14331237971782684, -0.1175309270620346, -0.18203192949295044, -0.3479767143726349, -0.2503995895385742, -0.20459340512752533, -0.2499244660139084, -0.19609618186950684, -0.18465827405452728, -0.0671241506934166, -0.036147329956293106, -0.06246967613697052, -0.09344714134931564]","[0.0, 1.0, 0.0, 1.8704564563876147e-09]"
2554,"[0.66147780418396, 1.1946990489959717, 0.10880483686923981, 1.0067297220230103, 0.2972383499145508, 0.43948647379875183, 0.15186269581317902, 0.03928709030151367, 0.04475303366780281, -0.16069506108760834, -0.14449284970760345, -0.1476844847202301, -0.13617099821567535, -0.14760828018188477, -0.10756479203701019, -0.1911294162273407, -0.3715088367462158, -0.18229953944683075, -0.31733250617980957, -0.23558291792869568, -0.20249132812023163, -0.15559621155261993, -0.0469185933470726, -0.025688957422971725, -0.02732749842107296, -0.07700331509113312]","[0.0, 1.0, 0.0, 1.6658726620377706e-09]"
2555,"[0.6731005907058716, 1.1856557130813599, 0.10330597311258316, 0.9946497082710266, 0.2969107925891876, 0.437542200088501, 0.1644047349691391, 0.055574554949998856, 0.021123386919498444, -0.14471331238746643, -0.13695316016674042, -0.14237385988235474, -0.13416029512882233, -0.13860493898391724, -0.17977569997310638, -0.17700231075286865, -0.28844040632247925, -0.28684183955192566, -0.2538851201534271, -0.29495152831077576, -0.19163137674331665, -0.2119683176279068, -0.10859984159469604, -0.10115139931440353, -0.09329676628112793, -0.09526140242815018]","[0.0, 1.0, 0.0, 1.4836656347938515e-09]"
2556,"[0.6674271821975708, 1.1720106601715088, 0.11617068201303482, 0.9748267531394958, 0.29809054732322693, 0.4336255192756653, 0.16716599464416504, 0.05321413651108742, 0.033208075910806656, -0.17035017907619476, -0.15265391767024994, -0.15056142210960388, -0.14089633524417877, -0.13056430220603943, -0.1458205282688141, -0.1727103888988495, -0.2773396968841553, -0.3040274977684021, -0.30517199635505676, -0.29729345440864563, -0.19617538154125214, -0.20296141505241394, -0.09615584462881088, -0.10759799182415009, -0.08670543134212494, -0.080282062292099]","[0.0, 1.0, 0.0, 1.3213877769757687e-09]"
2557,"[0.6476098895072937, 1.1616498231887817, 0.06065390259027481, 0.9544445276260376, 0.29258137941360474, 0.42616763710975647, 0.17444807291030884, 0.0410657562315464, 0.03593432158231735, -0.1590898483991623, -0.14628635346889496, -0.13940025866031647, -0.13029609620571136, -0.12900474667549133, -0.1644688844680786, -0.1821601390838623, -0.26434263586997986, -0.29147234559059143, -0.3047459125518799, -0.2691316306591034, -0.21317540109157562, -0.1875184178352356, -0.10388900339603424, -0.10346690565347672, -0.08988534659147263, -0.09844008088111877]","[0.0, 1.0, 0.0, 1.1768591656746707e-09]"
2558,"[0.6413036584854126, 1.1779206991195679, 0.07634662836790085, 0.9830794930458069, 0.2888140082359314, 0.426270067691803, 0.18695200979709625, 0.05537411943078041, 0.060111284255981445, -0.12551075220108032, -0.1131378784775734, -0.11374048888683319, -0.11362683773040771, -0.12160208076238632, -0.18100596964359283, -0.17272278666496277, -0.29004859924316406, -0.2686634063720703, -0.3301181197166443, -0.2784368097782135, -0.20116481184959412, -0.19619902968406677, -0.08320215344429016, -0.09018176794052124, -0.08678777515888214, -0.086107037961483]","[0.0, 1.0, 0.0, 1.048138686954303e-09]"
2559,"[0.6215268969535828, 1.1887388229370117, 0.07379313558340073, 1.001349687576294, 0.2937483489513397, 0.4136553704738617, 0.20453192293643951, 0.06079241260886192, 0.08984681218862534, -0.16359347105026245, -0.1528267115354538, -0.14651130139827728, -0.12910260260105133, -0.1323215514421463, -0.16708533465862274, -0.14728352427482605, -0.2932807207107544, -0.34594300389289856, -0.2997378408908844, -0.2616283595561981, -0.18095356225967407, -0.16166982054710388, -0.06937349587678909, -0.058722179383039474, -0.033161625266075134, -0.0966833233833313]","[0.0, 1.0, 0.0, 9.334970574315093e-10]"
2560,"[0.5826812386512756, 1.1931933164596558, 0.023236628621816635, 1.010454535484314, 0.29274651408195496, 0.402660608291626, 0.2085534781217575, 0.04450005665421486, 0.115374356508255, -0.15649458765983582, -0.13790161907672882, -0.1410152167081833, -0.12483581900596619, -0.11562752723693848, -0.18127445876598358, -0.16204021871089935, -0.13791424036026, -0.3233240246772766, -0.33354201912879944, -0.30945736169815063, -0.19082464277744293, -0.19321468472480774, -0.06530925631523132, -0.04475497454404831, -0.04028681293129921, -0.08355607837438583]","[0.0, 1.0, 0.0, 8.313945087934371e-10]"
2561,"[0.534493625164032, 1.2002350091934204, 0.00018046851619146764, 1.0260258913040161, 0.2850402295589447, 0.38954490423202515, 0.22544287145137787, 0.058124005794525146, 0.16678132116794586, -0.12318715453147888, -0.11631713807582855, -0.1300804615020752, -0.10520332306623459, -0.14599379897117615, -0.15375232696533203, -0.17763608694076538, -0.3781784474849701, -0.31469225883483887, -0.16125617921352386, -0.24599768221378326, -0.1947712004184723, -0.18265384435653687, -0.11001034826040268, -0.062211330980062485, -0.0775868222117424, -0.06376256048679352]","[0.0, 1.0, 0.0, 7.404596380489181e-10]"
2562,"[0.49816450476646423, 1.1872813701629639, -0.05756061524152756, 1.010148286819458, 0.2765164375305176, 0.39325591921806335, 0.23074577748775482, 0.06517348438501358, 0.18235145509243011, -0.15218237042427063, -0.13847406208515167, -0.15252408385276794, -0.13577468693256378, -0.11383056640625, -0.16244052350521088, -0.16033682227134705, -0.33657631278038025, -0.2764129638671875, -0.15451925992965698, -0.2874114215373993, -0.21247944235801697, -0.194443017244339, -0.10107944905757904, -0.07910721749067307, -0.058137014508247375, -0.07723595947027206]","[0.0, 1.0, 0.0, 6.59470811292806e-10]"
2563,"[0.4639981687068939, 1.1536022424697876, -0.08073615282773972, 0.95053631067276, 0.276877760887146, 0.39722126722335815, 0.22994422912597656, 0.06593123078346252, 0.21055804193019867, -0.14777448773384094, -0.1482190489768982, -0.14338481426239014, -0.116851307451725, -0.13974398374557495, -0.11791111528873444, -0.18444128334522247, -0.22995519638061523, -0.12210489809513092, -0.30017974972724915, -0.31225860118865967, -0.13707225024700165, -0.189618319272995, -0.10996183007955551, -0.09349003434181213, -0.08968932926654816, -0.07443700730800629]","[0.0, 1.0, 0.0, 5.873403430278756e-10]"
2564,"[0.45369356870651245, 1.1304043531417847, -0.11533385515213013, 0.9189605116844177, 0.2766861319541931, 0.3949057161808014, 0.23251017928123474, 0.07093235850334167, 0.19351227581501007, -0.10615778714418411, -0.08164937049150467, -0.09943738579750061, -0.10711365938186646, -0.1266067922115326, -0.17973701655864716, -0.1669904589653015, -0.23527628183364868, -0.24807453155517578, -0.33033233880996704, -0.2489936649799347, -0.18055304884910583, -0.21454083919525146, -0.09588121622800827, -0.1032833680510521, -0.09884226322174072, -0.09231679141521454]","[0.0, 1.0, 0.0, 5.230991750870828e-10]"
2565,"[0.49100261926651, 1.095083236694336, -0.13428546488285065, 0.8513904809951782, 0.2837975323200226, 0.3980235457420349, 0.2359546720981598, 0.07119308412075043, 0.14246276021003723, -0.16805358231067657, -0.1505351960659027, -0.15790115296840668, -0.1089857667684555, -0.12994639575481415, -0.11807554215192795, -0.12592987716197968, -0.20624606311321259, -0.11813895404338837, -0.09329558908939362, -0.27632007002830505, -0.19600236415863037, -0.21138706803321838, -0.09415090084075928, -0.08983732014894485, -0.0944560319185257, -0.0965653583407402]","[0.0, 1.0, 0.0, 4.658844976468401e-10]"
2566,"[0.5733910799026489, 1.0978901386260986, -0.023222962394356728, 0.8454122543334961, 0.28671908378601074, 0.40108248591423035, 0.2379160076379776, 0.07900682836771011, 0.0948028489947319, -0.06395730376243591, -0.061641961336135864, -0.052242498844861984, -0.05112707242369652, -0.058151762932538986, -0.15886443853378296, -0.1012771874666214, 0.16972702741622925, -0.046499717980623245, -0.2685260474681854, -0.28799691796302795, -0.2003866583108902, -0.21386536955833435, -0.09972122311592102, -0.08691617846488953, -0.06638815253973007, -0.09865063428878784]","[0.0, 1.0, 0.0, 4.1492775881835087e-10]"
2567,"[0.5944940447807312, 1.0969122648239136, 0.03963956981897354, 0.838739812374115, 0.2886452078819275, 0.3929094076156616, 0.2431103140115738, 0.08328850567340851, 0.09220430999994278, -0.11371851712465286, -0.10381028056144714, -0.10939188301563263, -0.08514571934938431, -0.09768909960985184, -0.17352090775966644, -0.0779341459274292, 0.1366237848997116, -0.2842133939266205, -0.13239650428295135, -0.19382576644420624, -0.2019670307636261, -0.16450855135917664, -0.10893609374761581, -0.09115081280469894, -0.06737314164638519, -0.09491297602653503]","[0.0, 1.0, 0.0, 3.6954447835135795e-10]"
2568,"[0.561265230178833, 1.0737812519073486, 0.006741644814610481, 0.8097699284553528, 0.284793883562088, 0.38765013217926025, 0.24303656816482544, 0.07164447009563446, 0.1028360053896904, -0.170964777469635, -0.1514371782541275, -0.13289721310138702, -0.12498961389064789, -0.08260577917098999, -0.11120104044675827, -0.16748160123825073, -0.31220370531082153, -0.09740647673606873, -0.1491752564907074, -0.21990473568439484, -0.20579999685287476, -0.1526220142841339, -0.09979613125324249, -0.1080951914191246, -0.08606323599815369, -0.0974830836057663]","[0.0, 1.0, 0.0, 3.2912506053861534e-10]"
2569,"[0.5649958848953247, 1.0937585830688477, 0.019950414076447487, 0.8365468978881836, 0.28923189640045166, 0.3854925036430359, 0.24176493287086487, 0.07908912748098373, 0.10261368751525879, -0.15945573151111603, -0.13444730639457703, -0.1558847576379776, -0.07482051849365234, -0.10979794710874557, -0.18003810942173004, -0.18786823749542236, -0.3054855465888977, -0.1462995409965515, -0.345768541097641, -0.2977577745914459, -0.099253810942173, -0.17520330846309662, -0.0787711814045906, -0.09698481112718582, -0.06168220192193985, -0.09868500381708145]","[0.0, 1.0, 0.0, 2.931265508099301e-10]"
2570,"[0.554892897605896, 1.099611759185791, 0.045868344604969025, 0.8480581045150757, 0.2908678352832794, 0.37667331099510193, 0.24411611258983612, 0.08931054919958115, 0.1254948526620865, -0.148413747549057, -0.14796382188796997, -0.13050039112567902, -0.11333195865154266, -0.09093894064426422, -0.09292399138212204, -0.15758676826953888, -0.38666170835494995, -0.3161889612674713, -0.25752973556518555, -0.2533091902732849, -0.08717226982116699, -0.20031574368476868, -0.05940437689423561, -0.10182341188192368, -0.0685843899846077, -0.09168091416358948]","[0.0, 1.0, 0.0, 2.61065447038078e-10]"
2571,"[0.5736576914787292, 1.1274659633636475, 0.06355908513069153, 0.883928656578064, 0.30394187569618225, 0.3646244704723358, 0.2563185393810272, 0.09701348096132278, 0.12708906829357147, -0.1700802743434906, -0.15121586620807648, -0.14420902729034424, -0.10840611904859543, -0.054636649787425995, -0.07278607040643692, -0.1295599788427353, -0.30381694436073303, -0.1179208979010582, -0.2436714470386505, -0.28042951226234436, -0.08610712736845016, -0.10039401054382324, -0.0373307503759861, -0.0758381336927414, -0.015164365991950035, -0.05044027417898178]","[0.0, 1.0, 0.0, 2.3251106595623128e-10]"
2572,"[0.5164680480957031, 1.1245863437652588, 0.027592793107032776, 0.8730000257492065, 0.30117088556289673, 0.36200425028800964, 0.25535085797309875, 0.09157971292734146, 0.19980399310588837, -0.1577742099761963, -0.13080266118049622, -0.1456955522298813, -0.12892548739910126, -0.13020701706409454, -0.1780775487422943, -0.1552494317293167, 0.012234744615852833, -0.11862201988697052, 0.044756099581718445, -0.2735759913921356, -0.15780070424079895, -0.16553309559822083, -0.030808165669441223, -0.05106697231531143, -0.0051731145940721035, -0.04506675899028778]","[0.0, 1.0, 0.0, 2.0707983938716978e-10]"
2573,"[0.5308297276496887, 1.1352736949920654, 0.05307503044605255, 0.8940984010696411, 0.2995622754096985, 0.3602793216705322, 0.24275533854961395, 0.07974013686180115, 0.19006460905075073, -0.15124903619289398, -0.13013887405395508, -0.126747265458107, -0.10919803380966187, -0.11869364976882935, -0.0864379033446312, -0.10864537209272385, -0.14971226453781128, -0.3288365304470062, -0.06630603969097137, -0.2655470669269562, -0.15236176550388336, -0.180145725607872, -0.10488975793123245, -0.1099592074751854, -0.0946672186255455, -0.09413175284862518]","[0.0, 1.0, 0.0, 1.8443020721736758e-10]"
